EstablishmentID,InspectionDate,InspectionID,EstTypeDesc,premise_name,premise_adr1_num,premise_adr1_street,premise_city,premise_state,premise_zip,InspectionType,score,InspTypeSpecificViolID,ViolationDesc,critical_yn,Insp_Viol_Comments,rpt_area_id,ObjectId
67343,2022/01/27 05:00:00+00,1648889,FOOD SERVICE,AUGUST MOON,2269,LEXINGTON RD,LOUISVILLE,KY,40206,REGULAR,73,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration (Both dish machines not at proper concentration).   Food-contact surfaces not cleaned and sanitized (Ice machine has mildrew growing inside). ,605,2459
84789,2021/11/11 05:00:00+00,1635587,FOOD SERVICE,HEALING PLACE WOMEN & CHILDREN,1503,S 15TH ST,LOUISVILLE,KY,40210,REGULAR,92,52,"PLUMBING INSTALLED; PROPER BACKFLOW DEVICES",Yes,Leaky vaccum breaker at the mop sink.,605,2460
96979,2021/03/17 04:00:00+00,1586682,FOOD SERVICE,CHINA CASTLE,7420,OLD 3RD STREET RD,LOUISVILLE,KY,40214,REGULAR,93,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food not clearly marked to indicate the date or day by which the food shall be consumed, sold or discarded.",605,2461
33158,2021/08/31 04:00:00+00,1619568,FOOD SERVICE,FISH HOUSE,1310,WINTER AVE,LOUISVILLE,KY,40204,REGULAR,77,51,"Hot and cold water available; adequate pressure; plumbing maintained",No,Plumbing not maintained in good repair.,605,2462
87468,2021/10/06 04:00:00+00,1628013,FOOD SERVICE,KASHMIR RESTAURANT,1277,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,84,56,"Physical facilities installed, maintained and clean",No,Outer openings not protected against entry of pests.,605,2463
85118,2021/05/12 04:00:00+00,1596648,FOOD SERVICE,MCDONALD'S,2800,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,80,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below. (cooler holding cut tomatoes at 77 degrees F)(sausage burrittos held at room temperature with an interal temperature of 77 degrees F) (Onions mixed with water held at room temperature.),605,2464
98867,2021/08/06 04:00:00+00,1614582,FOOD SERVICE (HOSPITAL / NURSING HOME,SIGNATURE HEALTHCARE AT SUMMERFIELD,1877,FARNSLEY RD,LOUISVILLE,KY,40216,REGULAR,82,41,Wiping cloths:  properly used and stored,No,Cloths in use not stored in sanitizing solution.,605,2465
84789,2021/11/11 05:00:00+00,1635587,FOOD SERVICE,HEALING PLACE WOMEN & CHILDREN,1503,S 15TH ST,LOUISVILLE,KY,40210,REGULAR,92,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Food-contact surfaces not cleaned and sanitized (dishwasher at 10 ppm and quat sanitizer at 0 ppm).,605,2466
67343,2022/01/27 05:00:00+00,1648889,FOOD SERVICE,AUGUST MOON,2269,LEXINGTON RD,LOUISVILLE,KY,40206,REGULAR,73,21,PROPER COLD HOLDING TEMPERATURES,Yes,"TCS food not maintained at 5°C (41°F) or below (Spring rolls at 111 degrees, Chicken at 56 degrees, Shrimp at 61 degrees, rice at 88 degrees- all discarded). ",605,2467
84789,2021/11/11 05:00:00+00,1635587,FOOD SERVICE,HEALING PLACE WOMEN & CHILDREN,1503,S 15TH ST,LOUISVILLE,KY,40210,REGULAR,92,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Expired TCS food (Cottage Cheese, yogurt, cut melon, cut lettuce)- Discarded.",605,2468
96979,2021/03/17 04:00:00+00,1586682,FOOD SERVICE,CHINA CASTLE,7420,OLD 3RD STREET RD,LOUISVILLE,KY,40214,REGULAR,93,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,open excavation in kitchen from sewer line repair,605,2469
96847,2021/03/03 05:00:00+00,1584333,FOOD SERVICE,MITCHELL'S FISH MARKET,4031,SUMMIT PLAZA DR,LOUISVILLE,KY,40241,REGULAR,89,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,"Expired Grade A dairy. (Milk, half-half)  Expired liquid egg yolks. ",605,2470
43367,2021/12/14 05:00:00+00,1642174,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,KENESETH ISRAEL PRESCHOOL,2531,TAYLORSVILLE RD,LOUISVILLE,KY,40205,REGULAR,92,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Employees eating, drinking, or smoking in unauthorized area.",605,2471
85118,2021/05/12 04:00:00+00,1596648,FOOD SERVICE,MCDONALD'S,2800,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,80,50,Nonfood-contact surfaces clean,No,Nonfood-contact surfaces have accumulation of soil. (microwave handle) (ice machine soiled),605,2472
98867,2021/08/06 04:00:00+00,1614582,FOOD SERVICE (HOSPITAL / NURSING HOME,SIGNATURE HEALTHCARE AT SUMMERFIELD,1877,FARNSLEY RD,LOUISVILLE,KY,40216,REGULAR,82,45,"Utensil, equipment and linens:  properly stored, dried, handled",No,Improper storage of clean utensils- claen dishes were still wet when stacked.,605,2473
43367,2021/12/14 05:00:00+00,1642174,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,KENESETH ISRAEL PRESCHOOL,2531,TAYLORSVILLE RD,LOUISVILLE,KY,40205,REGULAR,92,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration.,605,2474
85118,2021/05/12 04:00:00+00,1596648,FOOD SERVICE,MCDONALD'S,2800,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,80,41,Wiping cloths:  properly used and stored,No,Chemical sanitizing solution containers placed on floor.  Cloths in use not stored in sanitizing solution.,605,2475
67343,2022/01/27 05:00:00+00,1648889,FOOD SERVICE,AUGUST MOON,2269,LEXINGTON RD,LOUISVILLE,KY,40206,REGULAR,73,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food not clearly marked to indicate the date or day by which the food shall be consumed, sold or discarded.",605,2476
111186,2022/03/28 04:00:00+00,1661327,FOOD SERVICE,ZAM ZAM COFFEE,1808,BERRY BLVD,LOUISVILLE,KY,40215,REGULAR,84,2,Certified food protection manager,No,No certified food manager present.,605,2477
43435,2021/07/21 04:00:00+00,1611026,FOOD SERVICE,VOA MIDSTATES,1321,S PRESTON ST,LOUISVILLE,KY,40208,REGULAR,82,2,Certified food protection manager,No,No certified food manager present.,605,2478
96847,2021/03/03 05:00:00+00,1584333,FOOD SERVICE,MITCHELL'S FISH MARKET,4031,SUMMIT PLAZA DR,LOUISVILLE,KY,40241,REGULAR,89,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Hand sink leaking underneath (Gray water leaking onto the floor)  Hand sink clogged. (Unable to utilize hand sink due to cloggage)   Facility must use hand sink in server station in kitchen until both hand sinks are fixed.   Immediate action required in fixing both hand sinks.     ,605,2479
98867,2021/08/06 04:00:00+00,1614582,FOOD SERVICE (HOSPITAL / NURSING HOME,SIGNATURE HEALTHCARE AT SUMMERFIELD,1877,FARNSLEY RD,LOUISVILLE,KY,40216,REGULAR,82,51,"Hot and cold water available; adequate pressure; plumbing maintained",No,Plumbing not maintained in good repair- leak in faucet,605,2480
31220,2021/12/14 05:00:00+00,1642175,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,ADATH JESHURUN PRESCHOOL,2401,WOODBOURNE AVE,LOUISVILLE,KY,40205,REGULAR,97,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration.,605,2481
111186,2022/03/28 04:00:00+00,1661327,FOOD SERVICE,ZAM ZAM COFFEE,1808,BERRY BLVD,LOUISVILLE,KY,40215,REGULAR,84,10,Adequate hand washing facilities supplied and accessible,No,Individual disposable towels and/or hand drying device not provided at lavatory or hand sink  located at fron and back areas.  Hand cleaner not provided at lavatory or hand washing sink at back area.,605,2482
43435,2021/07/21 04:00:00+00,1611026,FOOD SERVICE,VOA MIDSTATES,1321,S PRESTON ST,LOUISVILLE,KY,40208,REGULAR,82,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed to prevent contamination from previous task. ,605,2483
85118,2021/05/12 04:00:00+00,1596648,FOOD SERVICE,MCDONALD'S,2800,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,80,57,Adequate ventilation and lighting,No,Light fixture not shielded as required.,605,2484
67343,2022/01/27 05:00:00+00,1648889,FOOD SERVICE,AUGUST MOON,2269,LEXINGTON RD,LOUISVILLE,KY,40206,REGULAR,73,36,Approved thawing methods used,No,Improper thawing method being used for TCS food.,605,2485
85118,2021/05/12 04:00:00+00,1596648,FOOD SERVICE,MCDONALD'S,2800,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,80,37,Thermometers provided and accurate,No,Lack of accurate thermometers in all refrigeration/freezer units storing TCS food.,605,2486
111186,2022/03/28 04:00:00+00,1661327,FOOD SERVICE,ZAM ZAM COFFEE,1808,BERRY BLVD,LOUISVILLE,KY,40215,REGULAR,84,15,Food separated and protected,No,Ready-to-eat food subject to contamination by raw animal product. Improper raw egg storage.,605,2487
100012,2022/04/18 04:00:00+00,1665890,FOOD SERVICE,SUSHI MARU,4500,S HURSTBOURNE PKWY,LOUISVILLE,KY,40299,REGULAR,98,30,"COMPLIANCE WITH VARIANCE, SPECIALIZED PROCESS & HACCP PLAN",Yes,The permit holder is not complying with the HACCP plan or procedures.  The permit holder is not monitoring/providing to the regulatory authority procedural records from monitoring/verification of the HACCP plan.,605,2488
43435,2021/07/21 04:00:00+00,1611026,FOOD SERVICE,VOA MIDSTATES,1321,S PRESTON ST,LOUISVILLE,KY,40208,REGULAR,82,10,Adequate hand washing facilities supplied and accessible,No,Individual disposable towels not provided at hand sink.  Hand cleaner not provided at hand washing sink.  ,605,2489
104032,2021/05/19 04:00:00+00,1597712,FOOD SERVICE,MCDONALD'S #0258,5600,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,91,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,Expired Grade A dairy (Exp 5/12- Discarded).,605,2490
98867,2021/08/06 04:00:00+00,1614582,FOOD SERVICE (HOSPITAL / NURSING HOME,SIGNATURE HEALTHCARE AT SUMMERFIELD,1877,FARNSLEY RD,LOUISVILLE,KY,40216,REGULAR,82,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,"Unwholesome spoiled fruits, vegetables or other foods- spoiled lettuce  Canned food products observed that indicate swelling, leaking, rusting or severe dents - 2 dented cans",605,2491
67343,2022/01/27 05:00:00+00,1648889,FOOD SERVICE,AUGUST MOON,2269,LEXINGTON RD,LOUISVILLE,KY,40206,REGULAR,73,39,"Contamination prevented during food preparation, storage and display",No,Food not stored at least 6 inches above the floor.,605,2492
85118,2021/05/12 04:00:00+00,1596648,FOOD SERVICE,MCDONALD'S,2800,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,80,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Toxic items improperly stored. (chemical bottle stored next to food),605,2493
111186,2022/03/28 04:00:00+00,1661327,FOOD SERVICE,ZAM ZAM COFFEE,1808,BERRY BLVD,LOUISVILLE,KY,40215,REGULAR,84,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below. Milk at 55 degrees F. corrected less than 10 lbs.,605,2494
111186,2022/03/28 04:00:00+00,1661327,FOOD SERVICE,ZAM ZAM COFFEE,1808,BERRY BLVD,LOUISVILLE,KY,40215,REGULAR,84,22,PROPER HOT HOLDING TEMPERATURES,Yes,TCS food not maintained at 57°C (135°F) or above. Sambusa in warming unit 89 degrees F.corrected less than 10lbs.,605,2495
111186,2022/03/28 04:00:00+00,1661327,FOOD SERVICE,ZAM ZAM COFFEE,1808,BERRY BLVD,LOUISVILLE,KY,40215,REGULAR,84,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Spray bottle with toxic cleaning chemical not labeled.corrected,605,2496
111186,2022/03/28 04:00:00+00,1661327,FOOD SERVICE,ZAM ZAM COFFEE,1808,BERRY BLVD,LOUISVILLE,KY,40215,REGULAR,84,39,"Contamination prevented during food preparation, storage and display",No,"Food stored under sewer line not shielded to intercept potential drips, under leaking water line, or under an open stairwell. Stored under 3-compartment sink  Food not stored at least 6 inches above the floor.",605,2497
111186,2022/03/28 04:00:00+00,1661327,FOOD SERVICE,ZAM ZAM COFFEE,1808,BERRY BLVD,LOUISVILLE,KY,40215,REGULAR,84,41,Wiping cloths:  properly used and stored,No,Cloths in use not stored in sanitizing solution.,605,2498
111186,2022/03/28 04:00:00+00,1661327,FOOD SERVICE,ZAM ZAM COFFEE,1808,BERRY BLVD,LOUISVILLE,KY,40215,REGULAR,84,44,"In-use utensils, properly stored",No,In-use food dispensing utensils not properly stored. Do not store coffee spoon used for milk in water under 135 degrees F.,605,2499
111186,2022/03/28 04:00:00+00,1661327,FOOD SERVICE,ZAM ZAM COFFEE,1808,BERRY BLVD,LOUISVILLE,KY,40215,REGULAR,84,55,"Garbage/refuse properly disposed; facilities maintained",No,Dumpster plug is missing.,605,2500
112697,2022/02/22 05:00:00+00,1653796,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,LITTLE FOOT ACADEMY,2802,CRUMS LN,LOUISVILLE,KY,40216,REGULAR,96,52,"PLUMBING INSTALLED; PROPER BACKFLOW DEVICES",Yes,Hot water not accessible constantly at the kitchen. ,605,2501
112697,2022/02/22 05:00:00+00,1653796,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,LITTLE FOOT ACADEMY,2802,CRUMS LN,LOUISVILLE,KY,40216,REGULAR,96,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food not marked to indicate the date or day by which the food shall be consumed, sold or discarded.   - opened lunch meat  - expired raw eggs (02/01)- Discarded.",605,2502
81496,2021/11/30 05:00:00+00,1639074,FOOD SERVICE,JIMMY JOHN'S #1081,976,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,89,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Employees eating, drinking, or smoking in unauthorized area.",605,2503
81496,2021/11/30 05:00:00+00,1639074,FOOD SERVICE,JIMMY JOHN'S #1081,976,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,89,47,GLOVES USED PROPERLY,Yes,Hands not washed when changing gloves.  Gloves not used properly.,605,2504
81496,2021/11/30 05:00:00+00,1639074,FOOD SERVICE,JIMMY JOHN'S #1081,976,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,89,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Improper storage of chemicals. (chemicals stored next to/ above food),605,2505
81496,2021/11/30 05:00:00+00,1639074,FOOD SERVICE,JIMMY JOHN'S #1081,976,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,89,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed.,605,2506
100533,2021/11/30 05:00:00+00,1639075,FOOD SERVICE,EL NOPAL,962,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,70,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Employees eating, drinking, or smoking in unauthorized area.",605,2507
100533,2021/11/30 05:00:00+00,1639075,FOOD SERVICE,EL NOPAL,962,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,70,1,"PERSON IN CHARGE  PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",Yes,No Person-in-charge demonstrating food safety knowledge at all times of operation,605,2508
100533,2021/11/30 05:00:00+00,1639075,FOOD SERVICE,EL NOPAL,962,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,70,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed to prevent contamination from previous task.,605,2509
100533,2021/11/30 05:00:00+00,1639075,FOOD SERVICE,EL NOPAL,962,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,70,43,Posted:  Permit/Inspection/Hand washing,No,No handwashing signage present.,605,2510
100533,2021/11/30 05:00:00+00,1639075,FOOD SERVICE,EL NOPAL,962,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,70,15,Food separated and protected,No,Ready-to-eat food subject to contamination by raw animal product.  Raw animal foods not separated by type based on minimum cook temperatures.,605,2511
100533,2021/11/30 05:00:00+00,1639075,FOOD SERVICE,EL NOPAL,962,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,70,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.,605,2512
100533,2021/11/30 05:00:00+00,1639075,FOOD SERVICE,EL NOPAL,962,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,70,22,PROPER HOT HOLDING TEMPERATURES,Yes,TCS food not maintained at 57°C (135°F) or above.,605,2513
100533,2021/11/30 05:00:00+00,1639075,FOOD SERVICE,EL NOPAL,962,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,70,23,PROPER COOLING TIME AND TEMPERATURE,Yes,Proper cooling method not used for TCS food.,605,2514
100533,2021/11/30 05:00:00+00,1639075,FOOD SERVICE,EL NOPAL,962,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,70,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Improper use of chemicals.  Improper storage of chemicals.,605,2515
100533,2021/11/30 05:00:00+00,1639075,FOOD SERVICE,EL NOPAL,962,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,70,36,Approved thawing methods used,No,Improper thawing method being used for TCS food.,605,2516
100533,2021/11/30 05:00:00+00,1639075,FOOD SERVICE,EL NOPAL,962,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,70,37,Thermometers provided and accurate,No,Lack of accurate thermometers in all refrigeration/freezer units storing TCS food.  Thermometers not place in the warmest spot of the cold holding unit.,605,2517
100533,2021/11/30 05:00:00+00,1639075,FOOD SERVICE,EL NOPAL,962,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,70,40,"Personal cleanliness; hair restraints",No,No hair/beard restraints where required.,605,2518
100533,2021/11/30 05:00:00+00,1639075,FOOD SERVICE,EL NOPAL,962,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,70,39,"Contamination prevented during food preparation, storage and display",No,"Food not protected during storage.  Food stored where exposed to splash, dust, or other contamination.  Food not stored in a clean, dry location.",605,2519
100533,2021/11/30 05:00:00+00,1639075,FOOD SERVICE,EL NOPAL,962,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,70,41,Wiping cloths:  properly used and stored,No,Cloths in use not stored in sanitizing solution.,605,2520
100533,2021/11/30 05:00:00+00,1639075,FOOD SERVICE,EL NOPAL,962,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,70,44,"In-use utensils, properly stored",No,In-use food dispensing utensils not properly stored.,605,2521
100533,2021/11/30 05:00:00+00,1639075,FOOD SERVICE,EL NOPAL,962,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,70,47,GLOVES USED PROPERLY,Yes,Hands not washed when changing gloves.  Gloves not used properly.,605,2522
100533,2021/11/30 05:00:00+00,1639075,FOOD SERVICE,EL NOPAL,962,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,70,51,"Hot and cold water available; adequate pressure; plumbing maintained",No,Plumbing not maintained in good repair.,605,2523
108593,2021/12/08 05:00:00+00,1640877,FOOD SERVICE,SHARETEA,3333,BARDSTOWN RD,LOUISVILLE,KY,40218,REGULAR,88,1,"PERSON IN CHARGE  PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",Yes,Person-in-charge doesn’t demonstrate food safety knowledge.,605,2524
108593,2021/12/08 05:00:00+00,1640877,FOOD SERVICE,SHARETEA,3333,BARDSTOWN RD,LOUISVILLE,KY,40218,REGULAR,88,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Employees eating, drinking, or smoking in unauthorized area.",605,2525
108593,2021/12/08 05:00:00+00,1640877,FOOD SERVICE,SHARETEA,3333,BARDSTOWN RD,LOUISVILLE,KY,40218,REGULAR,88,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,"The approved sanitizing solution for wiping cloth buckets is not at the proper concentration. (200 - 400ppm)  Food-contact surfaces not cleaned and sanitized. (Utensils must be washed, rinsed, and sanitized)",605,2526
114061,2022/02/10 05:00:00+00,1651273,FOOD SERVICE,LSM LA PANA BAKERY & CAFE,1001,LOGAN ST,LOUISVILLE,KY,40204,REGULAR,94,52,"PLUMBING INSTALLED; PROPER BACKFLOW DEVICES",Yes,The hot water generation/distribution system is not sufficient to meet peak hot water demands.,605,2527
87468,2021/10/06 04:00:00+00,1628013,FOOD SERVICE,KASHMIR RESTAURANT,1277,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,84,10,Adequate hand washing facilities supplied and accessible,No,Individual disposable towels and/or hand drying device not provided at lavatory or hand sink.,605,2528
87468,2021/10/06 04:00:00+00,1628013,FOOD SERVICE,KASHMIR RESTAURANT,1277,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,84,15,Food separated and protected,No,Raw chicken and eggs stored above ready to eat product.,605,2529
87468,2021/10/06 04:00:00+00,1628013,FOOD SERVICE,KASHMIR RESTAURANT,1277,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,84,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below (discarded).,605,2530
87468,2021/10/06 04:00:00+00,1628013,FOOD SERVICE,KASHMIR RESTAURANT,1277,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,84,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food not clearly marked to indicate the date or day by which the food shall be consumed, sold or discarded.",605,2531
87468,2021/10/06 04:00:00+00,1628013,FOOD SERVICE,KASHMIR RESTAURANT,1277,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,84,34,"Proper cooling methods used; adequate equipment for temperature control",No,Lack of properly maintained refrigeration unit for TCS food (unit holding at 60 degrees).,605,2532
87468,2021/10/06 04:00:00+00,1628013,FOOD SERVICE,KASHMIR RESTAURANT,1277,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,84,39,"Contamination prevented during food preparation, storage and display",No,Food not stored at least 6 inches above the floor.,605,2533
87468,2021/10/06 04:00:00+00,1628013,FOOD SERVICE,KASHMIR RESTAURANT,1277,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,84,40,"Personal cleanliness; hair restraints",No,No hair/beard restraints where required.,605,2534
87468,2021/10/06 04:00:00+00,1628013,FOOD SERVICE,KASHMIR RESTAURANT,1277,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,84,44,"In-use utensils, properly stored",No,In-use food dispensing utensils not properly stored.,605,2535
87468,2021/10/06 04:00:00+00,1628013,FOOD SERVICE,KASHMIR RESTAURANT,1277,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,84,48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",No,"Food/nonfood-contact surface is not durable, corrosion resistant and nonabsorbent (do not line surfaces with foil). ",605,2536
85118,2021/05/12 04:00:00+00,1596648,FOOD SERVICE,MCDONALD'S,2800,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,80,46,"Single use/single service articles:  properly stored, used",No,Single service items not stored at least 6 inches off of the floor.,605,2537
67343,2022/01/27 05:00:00+00,1648889,FOOD SERVICE,AUGUST MOON,2269,LEXINGTON RD,LOUISVILLE,KY,40206,REGULAR,73,41,Wiping cloths:  properly used and stored,No,Cloths in use not stored in sanitizing solution.  Chemical sanitizing solution containers placed on floor.,605,2538
104032,2021/05/19 04:00:00+00,1597712,FOOD SERVICE,MCDONALD'S #0258,5600,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,91,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below. Reach-in unit (glass door cooler) by drive thru station at above 55 degrees F (Discarded).,605,2539
98867,2021/08/06 04:00:00+00,1614582,FOOD SERVICE (HOSPITAL / NURSING HOME,SIGNATURE HEALTHCARE AT SUMMERFIELD,1877,FARNSLEY RD,LOUISVILLE,KY,40216,REGULAR,82,15,Food separated and protected,No,Raw animal foods not separated by type based on minimum cook temperatures- raw chicken stored above beef,605,2540
71722,2022/04/12 04:00:00+00,1665082,FOOD SERVICE,AFC SUSHI @ KROGER #356,12501,SHELBYVILLE RD,LOUISVILLE,KY,40243,REGULAR,96,23,PROPER COOLING TIME AND TEMPERATURE,Yes,TCS food (brown rice) requiring refrigeration not rapidly cooled to an internal temperature of 5°C (41°F) or below.  Brown rice must be cooled from 135 F to 70 F within 2 hours and to 41 or below within 6 hours.,605,2541
43435,2021/07/21 04:00:00+00,1611026,FOOD SERVICE,VOA MIDSTATES,1321,S PRESTON ST,LOUISVILLE,KY,40208,REGULAR,82,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,Contaminated dry food products by pest infestation.,605,2542
98867,2021/08/06 04:00:00+00,1614582,FOOD SERVICE (HOSPITAL / NURSING HOME,SIGNATURE HEALTHCARE AT SUMMERFIELD,1877,FARNSLEY RD,LOUISVILLE,KY,40216,REGULAR,82,56,"Physical facilities installed, maintained and clean",No,Floors not clean- under stove  Walls and ceiling not clean- vents need to be cleaned  Employee clothing/possessions not stored properly- employee drinks,605,2543
67329,2021/12/03 05:00:00+00,1639959,FOOD SERVICE,FRANCISCAN COMMUNITIES HEALTHCARE CTR,3625,FERN VALLEY RD,LOUISVILLE,KY,40219,REGULAR,84,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.  - Whipped butter holding at 72 degrees F (discarded).  - Lunch meat and cheese holding at 52 degrees F (Discarded).  ,605,2544
85118,2021/05/12 04:00:00+00,1596648,FOOD SERVICE,MCDONALD'S,2800,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,80,56,"Physical facilities installed, maintained and clean",No,Outer openings not protected against entry of pests. (back door),605,2545
67343,2022/01/27 05:00:00+00,1648889,FOOD SERVICE,AUGUST MOON,2269,LEXINGTON RD,LOUISVILLE,KY,40206,REGULAR,73,44,"In-use utensils, properly stored",No,In-use food dispensing utensils not properly stored.,605,2546
104032,2021/05/19 04:00:00+00,1597712,FOOD SERVICE,MCDONALD'S #0258,5600,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,91,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The concentration of sanitizing sanitizer at 0 ppm for ware-washing machine.   The concentration of sanitzing sanitizer at 0 ppm for wipe buckets. ,605,2547
43435,2021/07/21 04:00:00+00,1611026,FOOD SERVICE,VOA MIDSTATES,1321,S PRESTON ST,LOUISVILLE,KY,40208,REGULAR,82,21,PROPER COLD HOLDING TEMPERATURES,Yes,Raw ground beef holding at 69 degrees F and ham holding at 78 degrees F.,605,2548
67329,2021/12/03 05:00:00+00,1639959,FOOD SERVICE,FRANCISCAN COMMUNITIES HEALTHCARE CTR,3625,FERN VALLEY RD,LOUISVILLE,KY,40219,REGULAR,84,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,"Food-contact surfaces not cleaned and sanitized (can opener, ice machine).  The utensil (kitchenware/tableware) surface temperature on a hot water mechanical operation is less than 71°C (160°F). Observed the surface temperature of the dishwasher at 150 degrees F.",605,2549
98867,2021/08/06 04:00:00+00,1614582,FOOD SERVICE (HOSPITAL / NURSING HOME,SIGNATURE HEALTHCARE AT SUMMERFIELD,1877,FARNSLEY RD,LOUISVILLE,KY,40216,REGULAR,82,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Hot water not available in hand washing sink at the beginning of the inspection   ,605,2550
